,date,author,twitter_name,text,number_of_likes,number_of_retweets
253,2022-10-09 01:00:08+00:00,Ana María ✨,AnaMaCH13,"@UExternado La cosa es que el vídeo de la ropa era de estudiantes, esto es de la institución. La Javeriana no ha necesitado nunca rebajar a otras instituciones para sobresalir. Qué estrategia tan baja.",14,1
254,2022-10-09 00:57:27+00:00,Ana María ✨,AnaMaCH13,"Podrán decir lo que quieran del vídeo de la ropa, pero allá supieron mostrarme un lado humano que acá jamás tuvieron. Mil veces elegiría de nuevo la Javeriana, con o sin vídeo de TikTok. Por lo menos allá la institución no busca rebajar a otras. No lo necesitan.",2,0
255,2022-10-09 00:57:03+00:00,Cesar Andres Rodriguez.,AndresRo2408,"@byeduqueing @ArgiroCasta888 Relaciones internacionales en la Tadeo 
Ciencias políticas en la javeriana 
Especialización en sociología javeriana 
Resolución de conflictos javeriana 
Candidato a MG gobierno y políticas públicas Complutense de Madrid. 
Cuando tenga disponibilidad de tiempo debatimos.",0,0
256,2022-10-09 00:42:31+00:00,SERGIO KAKE,SERGIOKAKE,"@lisorjuela @UExternado Inmensa mayoría es un pleonasmo y yo creo que más que reflejar la comunidad Javeriana refleja la sociedad Colombiana, una sociedad donde se prefiere aparentar que ser.",2,1
257,2022-10-09 00:40:56+00:00,Valentina Martínez,Tina_martinezT,"U. Externado se siente inferior a la Javeriana, cero dudas 😂",13,0
258,2022-10-09 00:38:51+00:00,Chofis • Showed Me 💿,ChaotiColombian,Fua man q ganas de estudiar en la javeriana JAJAJAJ https://t.co/lX6V5vftwV,1,0
259,2022-10-09 00:35:21+00:00,mat,fxxckmat,lo de la javeriana y el externado???? que putas 💀 no elegir esas universidades fue ✨,1,0
260,2022-10-09 00:34:25+00:00,♔,sharitotorres,El video de la javeriana y del externado es “pelea de inválidos” JAJAJAJAJAJAJA,1,0
261,2022-10-09 00:30:00+00:00,Pesquisa Javeriana,PesquisaPUJ,La pobreza está atravesada por muchas más variables que la económica; de ahí que los programas y políticas del Estado deban ajustarse a esa realidad. Así lo reveló una investigación de 2012. https://t.co/JiUO6Fj3DF https://t.co/mDvXnKanQo,3,1
262,2022-10-09 00:29:55+00:00,Paula Andrea,PanduCastano,Ridiculos? Los de la Javeriana 😂,0,0
263,2022-10-09 00:26:19+00:00,Sofia 🦎,whitebabyhands,@zweigcol @JackDeLaConcha @UExternado La versión uniandes es hacerle bullying a los de la javeriana por tener ropa tan barata,17,0
264,2022-10-09 00:19:37+00:00,Lacan Rojo (Ψ+☭),LacanReloaded,"En el concurso de que universidades dan mas cringe, lideran la Javeriana, la UN y la Externado.",2,0
265,2022-10-09 00:12:20+00:00,Juan Rojas Romero,jcrojasro,"No sé qué video da más cringe, si el de los tipitos de la Javeriana[1] o el producido por la Universidad Externado[»]

[1] https://t.co/EWDEdrIQuw https://t.co/fqumFwErzq",0,0
266,2022-10-09 00:01:28+00:00,La Verdad Sea Dicha,LaVerdadSeaD,Estudiantes de la Universidad Javeriana utilizan ‘outfits’ millonarios #LaVerdadSeaDicha https://t.co/UBFeY59W6C,0,0
267,2022-10-09 00:00:24+00:00,Lis Orjuela,lisorjuela,@UExternado Que inmaduros! Que video tan infantil. La opinión de esos adolescentes  no refleja lo que piensa la inmensa mayoría de la comunidad javeriana.,1,0
268,2022-10-08 23:56:32+00:00,Mª José Ardila Q,MajoArdila,Los del Externado pensaron que se  verían menos ridículos que los de la del Norte y la Javeriana sacando este video. https://t.co/dcomSIKgBF,0,0
269,2022-10-08 23:54:29+00:00,Camilo Villa,Camilo_Villa,"@alivillam Ali, ¿pero viste el original de los de la Javeriana?",0,0
270,2022-10-08 23:52:21+00:00,ExaGerard,GerardoMala,"Se venden como unos “Pepe Mujica”, pero son unas Kardashians 🤣 (como la Javeriana.)
#Externado https://t.co/UsooxmWBIS",1,0
271,2022-10-08 23:51:13+00:00,Daniela,DanielaGuaro,"No puede ser. Qué cosa más vergonzosa, se ven más ridículos que los de la Javeriana. https://t.co/2yVveRPSlu",0,0
272,2022-10-08 23:51:10+00:00,Natalia,nataliatc12,al menos el de la javeriana se veia genuino JAJAJAJAJAJAJAJ https://t.co/pCBGTuJTXc,8,0
273,2022-10-08 23:47:39+00:00,Pablo Rubiano Pulido,pablo_rubianop,@luisaciro @Feloarias Sinceramente no creo que cuesten lo mismo en pregrado ni es posgrado (hablando de derecho). La Javeriana es mucho más costosa.,3,0
274,2022-10-08 23:45:35+00:00,Mariana Peñaranda,Mari_anaparg,"@mithradatesV Primero, el video no lo hizo la Javeriana a comparación de este que si lo publicó una institución. Segundo, el video los gomelos lo hicieron sin ningún objetivo de verse superiores, es lo que usan y no tiene nada de malo mientras en este se quieren ver superiores moralmente.",1,0
275,2022-10-08 23:44:06+00:00,HumoVolcanico,HumoVolcanico,"Uy no, como hago para cambiar mi título de la Espe por uno de la Javeriana ? https://t.co/qzz6QB2ZTK",0,0
276,2022-10-08 23:38:58+00:00,Julián Alfredo Rojas,JulinAlfredoRo2,"@MainXimenezx @UExternado En sus propias palabras ""Retrasados de la Javeriana"" con base al video que subió el TikToker. No me respondió la pregunta ¿Una persona por vestir caro es más bruta?",0,0
277,2022-10-08 23:37:54+00:00,mmmmm,oominorej,Los del externado realmente solo estaban solidarizándose con los de la javeriana para que no se burlaran sólo de nosotros,11,0
278,2022-10-08 23:36:52+00:00,jesús manuel🕰️🌙,jesusm19d,@buelvas_almanza @UExternado @Rene1825 JAJAJAJAAJAJ me retiro al día siguiente de la Javeriana,0,0
279,2022-10-08 23:33:57+00:00,Kevin Lozano,KevinLozano00,"Me pregunto en mi ñoñería si: ¿la conducta del Externado al publicar este video se constituye como una conducta de competencia desleal que afecta a la Javeriana? ¿Roza siquiera una infracción legal?

¿Me voy a dormir y dejo de preguntar pendejadas? Está bien. https://t.co/dQ2MgvjOhd",0,0
280,2022-10-08 23:32:39+00:00,MANUu,Manudmbb,Me voy a poner un outfit capaz de mandar a un man de la Javeriana a UCI,4,0
281,2022-10-08 23:29:58+00:00,The Mithraist,mithradatesV,"@Mari_anaparg Tanto el vídeo de la Javeriana como esto, hace parte de un mismo cliché: averiguar si estás a la moda o si eres importante por lo que vistes.",0,0
282,2022-10-08 23:28:04+00:00,Imprudencias Cortés.,Recklessness18,El cringe que me dan los videos de la gente de la javeriana diciendo cuánto vale su outfit,5,0
283,2022-10-08 23:26:48+00:00,Nala_destruction,Naladestruction,"Estos gomelos jaja en vez de quedarce calladitos mejor y no jenerarnos pena ajena  jaja  los de la javeriana y estos, son la misma mierda. https://t.co/h4uaAfb5KZ",1,0
284,2022-10-08 23:25:12+00:00,JUAN PÉREZ DICE,JuanPerez_Dice,"Me quedo con los gomelos de la Javeriana, por lo menos son naturales, la falsa modestia y el síndrome de superioridad son rasgos de patología social. https://t.co/en0KX8GM7L",2,0
285,2022-10-08 23:22:36+00:00,fidelito,Roa_dice,Los del Externado encontrándose con los de la Javeriana https://t.co/SP1v1i0Uo4,5252,696
286,2022-10-08 23:22:36+00:00,🌩,cmrlz7,Uy no que gonorrea como hacen algo peor que el de la javeriana 😭 https://t.co/1ZwtPoXLqO,1,0
287,2022-10-08 23:21:06+00:00,Fabio Andrés,fabioandres_88,"Conclusión, los del externado y la javeriana se visten feo jajajajajajajajaja https://t.co/g1OZYW2caU",0,0
288,2022-10-08 23:20:53+00:00,🚙los,yellow_magic__,"Realmente lo más grave del video del externado no es -solamente- que romanticen la exigencia académica; lo peor, es que apunta a decir que la Javeriana es la del problema y que en el Externado no hay ningún tipo de clasismo. Hay mejores formas de promover la universidad, creo yo",174,9
289,2022-10-08 23:20:19+00:00,Díaz,Valeriadiazzq,"Amo la javeriana amo la javeriana amo la javeriana, que oso https://t.co/chN6Azr1jR",3,0
290,2022-10-08 23:14:15+00:00,camilita,01100011amila,Los del externado haciendo videos para hacer quedar mal la javeriana 💀💀💀 bogota moment,1,0
291,2022-10-08 23:06:11+00:00,𓈒 ۙ 𓆩❀𓆪,tmsskull,no sé si este video fue peor que el de la javeriana😭 https://t.co/kNd5msMtOk,1,0
292,2022-10-08 23:05:56+00:00,Camilo Torres,CamiloTorres_86,"@UExternado Jajajaja, si lo del video de la Javeriana es una mierda, esto es una maldita payasada",3,0
293,2022-10-08 23:05:19+00:00,jlotero,jlotero1,"@queenBlairCorne Si vamos al caso, casi nadie sabría cuanto vale lo que lleva puesto, salvo que sea ropa para una ocasión especial y recién comprada. Una pavada el planteo 🤦
Ah, sabe qué es eso de la Javeriana que mencionaban ?",0,0
294,2022-10-08 23:05:08+00:00,Ana,scrappymas,"@UExternado Si los de la Javeriana son idiotas, esta campaña los supera.",7,0
295,2022-10-08 23:03:57+00:00,Barriga de Sapo,juanmgiraldor,"Nunca antes había sido tan fácil posar y sentirse bueno. Basta mentir diciendo que uno no sabe, que no le importa la ropa que lleva puesta.

Prefiero el exhibicionismo material de la Javeriana al clasismo moral del Externado. https://t.co/877vB8xUaa",14,1
296,2022-10-08 23:01:29+00:00,Camilo,camiloangaritta,@Mateo_M90 Concuerdo. Al menos los de la Javeriana respondían porque les preguntaron y ya. A estos se les ve un afán de sentirse superiores.,2,0
297,2022-10-08 22:58:22+00:00,weekndero,abelrry_,con este video ya no me da pena decir que soy de la javeriana https://t.co/FfC4Xhq8oe,2,0
298,2022-10-08 22:50:44+00:00,Javier Uscategui 🤓,javieruscategui,Creo que esto es peor que lo que hizo la javeriana. Parece una clase de ética y valores xdxd https://t.co/vIZvPpLMnR,4,0
299,2022-10-08 22:49:22+00:00,Hernancito,Hernancito_20,"@Stbandido_ @gabsbunny18 Cállese Esteban, la Javeriana no existe 🤬",8,0
300,2022-10-08 22:44:40+00:00,Mario Calderón,MarioCa86555203,"@UExternado A diferencia de los estudiantes de la Javeriana, esta payasada la hizo la propia universidad",1,0
301,2022-10-08 22:41:42+00:00,beatrizelenamarin,beatrizemarin,"Dora Montero recordó que recibió otro @CdR_ con varios proyectos en proceso, teníamos espacio en la decanatura de la Javeriana, éramos muchos y cambio la agenda y creamos Colombia check @beatrizemarin de @upbcolombia y @ACICOMColombia",0,0
302,2022-10-08 22:35:27+00:00,@alexander027🇨🇴,lexander027,@PinoKiefer @UExternado @Uniandes Los de la Javeriana ganará más o los de artes y letras ???,0,0
303,2022-10-08 22:34:19+00:00,Jeferor,jeferor,"@Feloarias @JairoSoto Bueno, que sepa, la Javeriana no se pronunció",0,0
304,2022-10-08 22:30:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"Una investigación de la Facultad de Ciencias Políticas de @UniJaveriana analiza el papel de la cooperación internacional para prevenir, asistir y transformar el fenómeno del desarraigo forzado. https://t.co/PrA2uRsTIh https://t.co/MzdlMEQnDA",5,2
305,2022-10-08 22:29:57+00:00,Tia_Bipolar,TiaPolitica,Sigo sin entender porque les molestó el vídeo de los jóvenes ricos de la Javeriana respondiendo a la pregunta estúpida que les hace el sr. Cuánto cuesta su ropa,0,0
306,2022-10-08 22:25:45+00:00,V🇨🇴,mixerxinfinity,"Da el mismo cringe que lo del video de la javeriana, además esas actuaciones no se las creen ni ellos lmao. https://t.co/fVUOBDXlNg",0,0
307,2022-10-08 22:25:45+00:00,Sánchez.,GustavoSanchhez,"Jajsjajajajaja, muy bien el equipo de Marketing del Externado, hicieron que los pelados de la Javeriana quedarán bien parados. https://t.co/7MJpHpYYyg",16,1
308,2022-10-08 22:23:23+00:00,Emil Stefanovich,Ansgar503,"@ElTrompudo2022 Ni si quiera a la Javeriana o Uniandes..., lo invitan a una universidad de segunda categoría.",0,0
309,2022-10-08 22:23:18+00:00,JuanAscalon,JuanDeAscalon,"Jajaja babosos!! También montaron la escenita como la Javeriana, y les quedó ""pior"" jajaja https://t.co/YxMu3oWFyx",1,0
310,2022-10-08 22:20:27+00:00,ragnet,ragdell,@UExternado Con todo y lo tarados se veían más naturales lo de la javeriana,1,0
311,2022-10-08 22:17:21+00:00,Christian Ruiz,cruizbenitez,"Queda algo claro: en @UExternado lo estudiantes no compran su propia ropa 🤣 … so, este video es igual de cansón que el de La Javeriana. Aunque algo si hay que decirse: en Bogotá, sobretodo en ámbitos académicos y laborales, te tratan como te vistes 🫠 https://t.co/RmIW0PMuKw",0,0
312,2022-10-08 22:17:09+00:00,Sophieee❤️‍🩹,sophieee_gr,Me quedo con la javeriana jajajaj https://t.co/grLsG1GMXY,2,0
313,2022-10-08 22:15:24+00:00,Luisa,luisaciro,"@Feloarias Me fastidiaron más los dos que alcancé a ver del Externado que los de la Javeriana. La matrícula cuesta por ahí lo mismo en las dos universidades, si estamos dizque en la onda de ser conscientes de los privilegios, hasta bueno que sepan cuánto cuesta lo que se ponen.",17,0
314,2022-10-08 22:12:59+00:00,Pluralidad Z,PluralidadZ,"Estudiantes de la Universidad Javeriana utilizan ‘outfits’ millonarios
https://t.co/KD0KqwZ6nu",2,1
315,2022-10-08 22:12:46+00:00,ًpau✰ jimt♡ber,mimigukker,"Yo queriendo entrar a la javeriana pero con solo ver los hptas gomelos estar presumiendo que comienron la tarde pasada en París mientras tenían sus iphone 14 pro máx da una perezaaaa, pero como yo voy a estudiar y no presumir vainas",2,0
316,2022-10-08 22:11:13+00:00,Dailyn,dailynwwcc,Oficialmente el Externado acaba de dar más cringe que la Javeriana. https://t.co/D83C2h4mtR,0,0
317,2022-10-08 22:02:23+00:00,🌐_🗯️,dynamixuniverse,@VenteDigo1 Messi estudió en la javeriana,2,0
318,2022-10-08 22:01:18+00:00,Jaime Arias,ariasen978,"Que mierda tan fingida, el vainazo pa' los pendejos de la Javeriana pues bien...

Pero muy ficticio!!! https://t.co/FTfMrheR1c",0,0
319,2022-10-08 21:58:59+00:00,Juan Sanín,sanin_3127,Team Javeriana soy https://t.co/I71iIkDTuT,4,0
320,2022-10-08 21:56:52+00:00,🤘🏼L JSON  ,jasondarkside,@UExternado Jajajajajajajajajajajaa hagamos un video casual jajajaja igual de losers al video de la javeriana jajajajaja y hasta más jajajaja,0,0
321,2022-10-08 21:56:26+00:00,SCP,sancastro17,@UExternado Que puto cringe del asco. No sé si es peor el video de la javeriana o esta puta mierda.,0,0
322,2022-10-08 21:56:21+00:00,Luu,_saturnalia_,"Los de la javeriana picando los outfits de mas de un palo, los del externado que llevan días sin dormir y la libre que no se ponen de acuerdo con la despedida",31,2
323,2022-10-08 21:56:19+00:00,WILTER GARCIA GUZMAN,GuzmanWilter,Primer encuentro deportivo y cultural EMCALI-U. JAVERIANA https://t.co/sopYjZGlee,0,0
324,2022-10-08 21:55:58+00:00,Gerald Villarreal,GeraldVillarrl_,Voy a tener que dar mi vuelta por la Javeriana,0,0
325,2022-10-08 21:51:20+00:00,*✧◍Emilia◍✧*,ramitodelirioss,si los estudiantes de la javeriana y el externado tuvieran prohibido usar redes sociales esta pesadilla no estaría sucediendo,46,0
326,2022-10-08 21:47:44+00:00,𝙴𝚜𝚝𝚎𝚋𝚊𝚗𝚍𝚒𝚍𝚘 𓃬 ⚡️,Stbandido_,"@BenjaminBOGo @Sebs_TM @UExternado No veo la discriminación por cómo está vestido en la javeriana , me parece que su comentario carece de argumentos y es más sensacionalista que otra cosa.",3,0
327,2022-10-08 21:35:06+00:00,Revista Semana,RevistaSemana,El video con que Universidad Externado responde a estudiantes de la Javeriana por TikTok de sus ‘outfits’. https://t.co/f8FqUcAb9Y,6,0
328,2022-10-08 21:30:19+00:00,𝐉𝐮𝐀𝐧𝐜𝐚𝐩,Juancapismo,"Malparidos. No sabía que estaban en una competencia de generar grima. Los de la Javeriana parecían insuperables, pero llegan estos con un discursito patético y sensiblero… y encima con el apoyo de la universidad y lo publican en la cuenta oficial. https://t.co/AbEU7WLFGA",1,0
329,2022-10-08 21:30:12+00:00,juan,fdefelipx,JAJAJAJAJA este video es más vergonzoso que el de la Javeriana https://t.co/TIhA0GzMCq,1,0
330,2022-10-08 21:30:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"Con estudios de laboratorio, investigadora javeriana demuestra que un gusano puede controlar dos plagas que afectan los cultivos de aguacate Hass. 😯🥑https://t.co/E4tC0nDoR4 https://t.co/qgs3zVVOEa",4,1
331,2022-10-08 21:29:22+00:00,Mejia en la Alirioneta 🏍️,LaFacharineta,"El externado le quiere tirar pullas a la javeriana.... Y pone a sus alumnos fumando en un vídeo.... ª. 

Uno entiende como Petro sacó el título de ese roto. https://t.co/fBoAOzPM4m",40,3
332,2022-10-08 21:25:34+00:00,Nicolas Montenegro,nmontenegro09,"La facultad de comunicación de la Javeriana debería mostrar este video en la página de admisiones:
«somos la opción menos peor, adjuntamos evidencia». https://t.co/JQUTXVpAZH",3,0
333,2022-10-08 21:19:36+00:00,Maria Paila,parlapura__,"Dejando a un lado lo increíble que resulta que la gente cuestione el clasismo detrás del man de los videos de la javeriana, el externado lo está utilizando como una excusa enorme para justificar la poca salud mental de sus estudiantes.",2,0
334,2022-10-08 21:19:28+00:00,Felipe Flórez,felippeflorez,No quisiera encontrarme al tipo de las preguntas de los outfits de la Javeriana. Qué va a pensar cuando le diga que uso Facol y Koaj.,4,0
335,2022-10-08 21:17:51+00:00,Esta noche,elman_tolstoi,Esto está en un círculo del infierno más cercano que el de la javeriana https://t.co/HAcuQ0tQXc,0,0
336,2022-10-08 21:16:23+00:00,paula daniela,ssaganomec,gracias externado me devolviste el orgullo de ser javeriana https://t.co/gVN4O4nqfA,88,9
337,2022-10-08 21:15:39+00:00,𝙴𝚜𝚝𝚎𝚋𝚊𝚗𝚍𝚒𝚍𝚘 𓃬 ⚡️,Stbandido_,Se viene tiradera de la javeriana al externado (?),12,0
338,2022-10-08 21:12:08+00:00,A.E. Saint Aubyn,TheCriticalLawy,"@UExternado A nivel institucional es lo más vergonzoso que ha hecho el CM de Externado, esos pelados de la javeriana son estudiantes, inmaduros. 
Jajajajajaja",19,1
339,2022-10-08 21:10:36+00:00,Manuel Castillo,Manuel_CG13,El vídeo publicitario del Externado que salió como respuesta am vídeo de estudiantes de la Javeriana es vergonzoso. Cuando menos.,1,0
340,2022-10-08 21:09:37+00:00,Garou 🐺 Σ,DaiGarou,@UExternado Los superaron hicieron algo que hace ver a sus estudiantes más estúpidos que los de los Javeriana 🤣😂🤣🤣 https://t.co/zFUXyMYZvz,0,0
341,2022-10-08 21:08:53+00:00,Ricardo Lizarazo,richylizarazo79,"Muy bien por el Externado, ayer vi el tik tok de los ridículos de la javeriana hablando del costo de la ropa. Ahora no todos en la @UniJaveriana son unos bobazos como esos del tiktok. https://t.co/b37D2RsDYi",0,0
342,2022-10-08 21:06:49+00:00,Thickaccents,thickaccents,@Lucasfriedmanjr Con decirle q prefiero de la Javeriana. Al menos es auténtico.,2,0
343,2022-10-08 21:06:09+00:00,Agent Orange,lapestilencia,Lo de externado vs javeriana es un trabajo para @sergiobarbosach yo digo que va ganando externado.,0,0
344,2022-10-08 21:05:41+00:00,gabyyy,ImJustAPersonnn,Este video está peor que los de la javeriana https://t.co/dIcgIo7LxD,0,0
345,2022-10-08 21:03:19+00:00,Gabriela María ✨,gabrielasp23_,@UExternado JAJAJAJAJAJAJAJAJAJAJAJAJA superaron a los bobos de la Javeriana 🤡🤡,45,0
346,2022-10-08 21:02:06+00:00,Mary López brun,MaryLpezbrun1,"@AlvaroUribeVel Entiendo que sea una respuesta óptima en relación a su Twitter, pero es importante para mi que se sepa en todo Bogotá. Que un Maestro de la Universidad Javeriana de Bogotá. Manuel Parga, abusó de mi sexualmente cuando fui su compañera de estudios en la maestría de información,",0,0
347,2022-10-08 21:01:29+00:00,Crisis,otracrisis,@viviana_tes Esto está por lo menos 2 veces más revisado y editado por las personas que el video de la Javeriana y aún así les pareció buena idea 😖😖😖,8,1
348,2022-10-08 20:59:07+00:00,Antonio Velasco G,antoniovelgomez,Estuvo bien y en tu cara universidad Javeriana. https://t.co/RUG5uWp4Gd,0,0
349,2022-10-08 20:55:42+00:00,RUGELES👻,rugelees,si la javeriana daba cringe ahora el externado da el doble 💀,4,0
350,2022-10-08 20:53:36+00:00,Sergio Alejandro,SergioA25929768,@UExternado Tanto los dedos vídeos son una estupidez que triste que se hable de   dos universidades como la Javeriana y la externado por el valor de la ropa 🤡,0,0
351,2022-10-08 20:52:54+00:00,T.,_Tattz,Estos hptas gomelos jajajajajajaja esto da más cringe que el video de los de la Javeriana. https://t.co/qQYIxNC4YA,10,0
352,2022-10-08 20:51:42+00:00,𝙳𝙰𝙽𝙸𝙴𝙻 𝙻. 𝙲👽,DALC93ACAB,"@anamrioja Y eso porque también muy actuado... Como si. O supiéramos como son la mayoría (no todos) lo s del Externado, Andes, Javeriana y el Rosario",1,0
353,2022-10-08 20:50:43+00:00,𝐏𝐀𝐎𝐋𝐀 𝐑𝐔𝐈𝐙 ⚜️,epaolaruiz25,Además el vídeo de los de la Javeriana era un TikTok pendejo solo por contenido… Bájenle 5 rayas,2,0
354,2022-10-08 20:49:50+00:00,spooky Gabs 💀🎃,gabsbunny18,"El externado logró lo impensable, ahora la gente prefiere a los gomelos de la javeriana",948,33
355,2022-10-08 20:49:37+00:00,David Gómez C.,_fidelio_03,@UExternado Ya convirtieron el asunto en una guerra de universidades ridícula. En la Javeriana no todos son como los del video ese.,7,0
356,2022-10-08 20:48:37+00:00,Popota,GatoPopota,@NiaG_07 Estudia en la javeriana,0,0
357,2022-10-08 20:48:34+00:00,SOLDIER 1st Class,TanukiSSB,"que CRINGE. así como me dio cringe los payasos raritos de la javeriana, esto también me da ganas de morirme. que vaina más falsa. el último entrevistado ve a la cámara incluso antes de ver a la vieja…. https://t.co/keUnhOqHzq",1,0
358,2022-10-08 20:47:54+00:00,Dic I,nomehac,"El de la Javeriana era por idiotas para idiotas sobre idiotas, casi autoirónico; este es de idiotez oficial y narcismo personal de estudiantes haciendo propaganda institucional.

Lo grave es que las 2 universidades reciben y dan gomelos expresiva y argumentalmente paupérrimos https://t.co/gRzpJJXLRn",1,0
359,2022-10-08 20:47:16+00:00,Aris David Florez,florez_aris,Story time de cuando fui a un congreso en la Universidad Javeriana (obvio gratis) y escuché a par de rolos hablando de que les salía más barato en un lugar más que otro porque no había necesidad de gastar tantos dólares… DOLARESSSSSSSS!!! 🤡🤡🤡🤡🤡🤡,1,0
360,2022-10-08 20:44:38+00:00,𝐏𝐀𝐎𝐋𝐀 𝐑𝐔𝐈𝐙 ⚜️,epaolaruiz25,"Que es estoooo ? Cuando creímos verlo todo jajajajajajaj 🥴🥴🥴
“Gracias estudiantes del externando demostraron que no son unos clasistas como los de la Javeriana” 

PDT : Falto ensayo(0 en actuación) https://t.co/Er5kQDs8qJ",0,0
361,2022-10-08 20:44:24+00:00,Juan David Latino®,juandavidlatino,"Javeriana vs Externado: 

-Esta batalla acaba de ganarla la Javeriana. https://t.co/oO3DF8TVh8",1,1
362,2022-10-08 20:42:17+00:00,Amaranta,SamhantaAndrea,Esto está más ridículo que los gomelos de la Javeriana https://t.co/L4yKyiOzi2,1,0
363,2022-10-08 20:38:05+00:00,El vengador,Elvengadorcol,"@UExternado Se ve tan creíble, el externado es igual o peor de gomela a la javeriana, además no veo la necesidad de hacer eso, acaso se sintieron atacados?",1,0
364,2022-10-08 20:37:35+00:00,𝙴𝚜𝚝𝚎𝚋𝚊𝚗𝚍𝚒𝚍𝚘 𓃬 ⚡️,Stbandido_,"Fatal, en verdad fatal . 

Me quedo con los patos de la javeriana https://t.co/zpzukPeY7n",3,0
365,2022-10-08 20:35:08+00:00,Maria Paila,parlapura__,Vieron la promoción oficial del externado burlándose del man que pregunta cuánto valen los outfits de la javeriana ????? JAJAJA Parce yo de ser ese man no me vuelvo aparecer en redes ya mera boleteada,5,0
366,2022-10-08 20:31:35+00:00,El otro Nicolás,nicoluckas,"@UExternado Huele a declaración de guerra, me encanta eso, ¿que responderá la javeriana? Ojalá algo diciendo que si saben actuar o algo así. Los de la nacho miramos tomando pola en la playita.",21,2
367,2022-10-08 20:30:36+00:00,ElChamán,ElChamn3,"JAJA ush más de un externadista se deberá estar tragando sus palabras contra la javeriana, que asco ambas igual https://t.co/aMGR46BOAM",6,0
368,2022-10-08 20:30:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"El halo de misterio que rodea a los chinches radica en lo poco que han sido estudiados. Muestra de ello es que en Colombia hay seis mil especies de insectos, pero se estima que están por descubrirse unas 65 mil, muchas de las cuales serían chinches. https://t.co/ZMgzwPdguy",8,1
369,2022-10-08 20:28:49+00:00,☯,mpx_16,Con lo que vale un outift de los de la javeriana me surto 215 closets en pulgas jajsjsj,0,0
370,2022-10-08 20:28:44+00:00,𝕀𝕥𝕒,Val_Mor_,Cuando uno piensa que nada puede superar a los de la javeriana diciendo el precio de su outfit aparece esto https://t.co/XYno6f86ZU,2,0
371,2022-10-08 20:26:40+00:00,María Romero,MaraRom18,"KJAKAJAKJAKJAKAJAKJ, claramente no todos los que estudian en la javeriana son asi pero igual me dio risa. https://t.co/EEEnzUXxwv",2,0
372,2022-10-08 20:25:03+00:00,Hugo Lascarro P.,HugoLascarroP,"Veo un vídeo de estudiantes de la Javeriana diciendo cuánto cuestan la ropa que tienen puesta y el Externado saca un vídeo donde los estudiantes expresan que no les importa el valor de la ropa.

¡Par de vídeos irrelevantes saliendo de entes universitarios de renombre en el país!",0,0
373,2022-10-08 20:23:43+00:00,Mar Bustamante,MarianneMeliss5,Modo troste ver dos semanas seguidas a la Javeriana siendo tendencia,28,2
374,2022-10-08 20:20:39+00:00,VZRP,juan28vizcaino,"No critico ni a a los de :la Javeriana,ni a los del: Externado, por su videos . A mi el cringe me lo da  la gente que los ve.",3,0
375,2022-10-08 20:19:32+00:00,Suang MG,SuangM,@SebastianNohra @jcamilosanchezz @santiagoangelp Sabe a cuántos de mis profesores de la Nacional los sacaron de la Javeriana por no pasar a los clientes?,1,0
376,2022-10-08 20:16:02+00:00,Juan Esteban SDS,ca_esteban,"Por otra parte, es normal que les importe lo que llevan puesto, y eso no debe despreciarse sin pensarlo un poco. Yo he visto en la Javeriana que los ricos se visten con cierta naturalidad, es decir, visten bien con facilidad, mientras los que no lo son se esfuerzan por 'encajar'.",19,0
377,2022-10-08 20:14:34+00:00,red araña🕷,jejeholahptas,"si los de la javeriana hacen el ridículo, los del externado son una boleta ajhsjajajaj",8,1
378,2022-10-08 20:14:16+00:00,Miguel Ángel Tollendo Tollens,principitomigue,"De chiquito todo alterno y pretencioso: ""A mi me entran a una iglesia y me incendio"".
Ahora: ""Yo entro a la Javeriana y me incendio"".",2,0
379,2022-10-08 20:13:33+00:00,SENTIMIENTO COLOMBIA,cyberlacra,@2ATcore la javeriana anda muy callada desde que salió esto,2,0
380,2022-10-08 20:11:39+00:00,VXLLES 🎶,vallesmp3,La Javeriana y El Externado haciendo videos be like … https://t.co/HNDD1lc2Iu,5,1
381,2022-10-08 20:11:26+00:00,Juan Esteban SDS,ca_esteban,"Ya esto sí es el colmo. Lo de los manes de la Javeriana era un tiktok que hicieron por su cuenta. Este, en cambio, es un vídeo institucional ¡Ténganse un poco de respeto, por Dios, y ocúpense de algo serio! Además se nota que sí les importa mucho lo que llevan puesto. https://t.co/G5z87OH0PK",328,19
382,2022-10-08 20:11:14+00:00,Malik,AntiUriberto,Externado Vs Javeriana ¿Quien es más wannabe? https://t.co/CesbqLLIl1,2,0
383,2022-10-08 20:09:03+00:00,Malik,AntiUriberto,Yo estudié en la @UNALOficial y nunca tuvimos que ser tan wannabe como los de la Javeriana...🤣🤭 https://t.co/02rvukrUsp,2,0
384,2022-10-08 20:08:32+00:00,No Mas Corruptos,chao_corruptos,Este video es más estupido aún que el de la Javeriana. Si yo lo vi ustedes también 🫤 https://t.co/QGm5cH3mrH,2,1
